id,d_emp_p95,d_emp_p5,d_emp_mean,d_real_wage_ratio_p95,d_real_wage_ratio_p5,d_real_wage_ratio_mean,real_wb_mean,real_wa_mean
243,0.0,-7.0,-2.46,0.0,0.0,0.0,1.3252490787993316,1.3252490787993316
244,1.0,-4.05,-1.54,0.0,0.0,0.0,1.2583513124407437,1.2583513124407437
245,-2.950000000000003,-15.05,-8.73,0.0,0.0,0.0,1.6065336369325387,1.6065336369325387
246,0.0,-1.0,-0.36,0.0,0.0,0.0,1.036694917184968,1.036694917184968
247,0.0,-5.0,-1.98,0.0,0.0,0.0,1.2936436718863893,1.2936436718863893
248,0.0,-4.0,-1.8,0.0,0.0,0.0,1.1932239890520038,1.1932239890520038
249,0.0,-6.05,-3.14,0.0,0.0,0.0,1.3284775540440679,1.3284775540440679
250,0.0,-7.05,-3.56,0.0,0.0,0.0,1.3174061578211893,1.3174061578211893
251,0.04999999999999716,-3.0,-1.05,0.0,0.0,0.0,1.1546642686413866,1.1546642686413866
252,0.04999999999999716,-4.0,-1.51,0.0,0.0,0.0,1.2122711949032954,1.2122711949032954
253,1.0,-4.0,-1.47,0.0,0.0,0.0,1.2209803908153603,1.2209803908153603
254,1.0,-2.0,-0.35,0.0,0.0,0.0,1.0102247034664882,1.0102247034664882
255,0.0,-2.0,-0.56,0.0,0.0,0.0,1.0572184687199309,1.0572184687199309
256,0.04999999999999716,-4.0,-1.48,0.0,0.0,0.0,1.2639370997965145,1.2639370997965145
257,0.0,-7.0,-3.16,0.0,0.0,0.0,1.3149243705698967,1.3149243705698967
258,0.0,-2.0,-0.81,0.0,0.0,0.0,1.1171513687948218,1.1171513687948218
259,1.0,-2.0,-0.28,0.0,0.0,0.0,1.021215496016903,1.021215496016903
260,0.0,-2.0,-0.66,0.0,0.0,0.0,1.1261928016284235,1.1261928016284235
261,1.0,-3.0,-0.69,0.0,0.0,0.0,1.1174680785195439,1.1174680785195439
262,1.0,-3.0,-1.19,0.0,0.0,0.0,1.1845140618728782,1.1845140618728782
263,1.0,-3.0,-0.88,0.0,0.0,0.0,1.158122455518785,1.158122455518785
264,0.0,-8.0,-4.0,0.0,0.0,0.0,1.382317882796485,1.382317882796485
265,0.04999999999999716,-1.0,-0.15,0.0,0.0,0.0,0.9896591413934982,0.9896591413934982
266,0.04999999999999716,-2.0,-0.52,0.0,0.0,0.0,1.0701188055236228,1.0701188055236228
267,-9.0,-24.05,-17.33,0.0,0.0,0.0,1.6205438348014736,1.6205438348014736
268,-1.0,-10.0,-4.99,0.0,0.0,0.0,1.4073406667364317,1.4073406667364317
269,0.0,-3.05,-1.08,0.0,0.0,0.0,1.1577215325545718,1.1577215325545718
